Field1,DEM,ppt_inches,tmax_c,tmean_c,tmin_c,soil
1295,358.941,614.52,9.86,4.05083,-1.75833,"Berner and Cathro soils, ponded, des moines, 0 to 1 percent slopes"
1296,358.494,611.67,9.8608,4.00792,-1.845,Bullwinkle muck
1297,359.02,609.76,9.8475,3.98042,-1.88667,"Cathro muck, depressional, des moines, 0 to 1 percent slopes"
1298,362.59,604.71,9.8175,3.86458,-2.08833,"Chilgren fine sandy loam, des moines, 0 to 2 percent slopes"
1299,364.09,603.26,9.8183,3.84417,-2.13,"Northwood muck, 0 to 1 percent slopes"
1300,363.7,602.83,9.7825,3.76667,-2.24917,"Seelyeville muck, 0 to 1 percent slopes"
1301,363.41,601.07,9.7325,3.73542,-2.26167,"Kratka fine sandy loam, 0 to 2 percent slopes"
1302,366.89,614.87,9.6817,3.65125,-2.37917,"Smiley loam, 0 to 2 percent slopes"
1303,361.05,624.62,9.6183,3.58125,-2.45583,"Cormant loamy fine sand, 0 to 2 percent slopes"
1304,363.77,623.89,9.6242,3.58042,-2.46333,Rosewood fine sandy loam
1305,359.38,617.33,9.6542,3.54667,-2.56083,"Berner muck, wooded, 0 to 1 percent slopes"
1306,339.72,615.27,9.6883,3.55958,-2.56917,"Fluvaquents,frequently flooded-Hapludolls complex, 0 to 30 percent slopes"
1307,332.51,616.34,9.5183,3.51,-2.49833,"Borup-Glyndon complex, 0 to 2 percent slopes"
1308,331.3,609.57,9.46,3.49625,-2.4675,"Auganaush loam, 0 to 2 percent slopes"
1309,319.23,609.18,9.4167,3.49333,-2.43,"Augsburg loam, 0 to 2 percent slopes"
1310,320.48,629.41,9.1117,3.26583,-2.58,"Rifle mucky peat, map 18-22, 0 to 1 percent slopes"
1311,325.21,NA,NA,NA,NA,NA
1312,353.971,NA,NA,NA,NA,NA
1313,365.499,807.99,13.0683,7.63917,2.21,"Glencoe clay loam, depressional, 0 to 1 percent slopes"
1314,358.726,815.58,12.9808,7.57583,2.17083,"Nicollet clay loam, 1 to 3 percent slopes"
1315,357.811,805.2,12.9308,7.52833,2.12583,Crippin loam
1316,342.702,793.87,12.9533,7.50833,2.06333,"Coland loam, occasionally flooded"
1317,328.882,776.85,13.0167,7.51375,2.01083,"Palms and Okoboji soils, ponded"
1318,333.991,763.14,12.9425,7.41292,1.88333,"Clarion-Storden loams, 3 to 6 percent slopes, eroded"
1319,325.408,761.21,12.9508,7.41792,1.885,Darfur fine sandy loam
1320,311.066,752.46,12.9833,7.43833,1.89333,Lemond loam
1321,318.259,734.56,12.955,7.40125,1.8475,"Nicollet clay loam, 1 to 3 percent slopes"
1322,307.99,732.61,12.9325,7.36417,1.79583,Lemond loam
1323,304.888,737.52,12.89,7.33417,1.77833,Canisteo clay loam
1324,305.551,734.86,12.7942,7.23375,1.67333,"Nicollet clay loam, 1 to 3 percent slopes"
1325,301.624,727.25,12.8167,7.24625,1.67583,"Nicollet clay loam, 1 to 3 percent slopes"
1326,314.612,728.53,12.7133,7.115,1.51667,Canisteo clay loam
1327,318.112,734.11,12.6458,7.05625,1.46667,Harps clay loam
1328,327.111,738.27,12.5875,6.98875,1.39,"Canisteo-Glencoe, depressional complex, 0 to 2 percent slopes"
1329,326.543,736.97,12.5383,6.97875,1.41917,"Webster clay loam, 0 to 2 percent slopes"
1330,328.486,737.22,12.5308,6.99042,1.45,"Nicollet clay loam, 1 to 3 percent slopes"
1331,334.376,737.93,12.455,6.92417,1.39333,"Clarion-Swanlake complex, 2 to 6 percent slopes"
1332,336.937,734.35,12.3858,6.85167,1.3175,"Harps-Okoboji, depressional complex, 0 to 2 percent slopes"
1333,341.467,734.9,12.32,6.78875,1.2575,"Harps-Okoboji, depressional complex, 0 to 2 percent slopes"
1334,359.52,734.64,12.2258,6.69458,1.16333,"Lura silty clay, depressional, firm substratum, 0 to 1 percent slopes"
1335,365.912,734.53,12.2225,6.66,1.0975,"Lundlake silty clay loam, 0 to 1 percent slopes"
1336,352.68,737.82,12.245,6.67667,1.10833,"Muskego soils, 0 to 1 percent slopes"
1337,362.668,739.77,12.2075,6.63167,1.05583,"Uniongrove loam, 0 to 2 percent slopes"
1338,351.158,746.39,12.0675,6.45583,0.84417,"Koronis-Sunburg complex, 2 to 6 percent slopes"
1339,391.601,731.08,11.9617,6.29333,0.625,Webster silty clay loam
1340,392.412,723.54,11.9583,6.27625,0.59417,"Normania loam, 3 to 5 percent slopes"
1341,365.958,709.89,11.9208,6.27542,0.63,Vallers loam
1342,377.858,702.52,11.8983,6.20542,0.5125,"Estherville-Hawick complex, 2 to 6 percent slopes"
1343,368.999,700.46,11.9892,6.19,0.39083,"Hubbard loamy sand, 0 to 2 percent slopes"
1344,401.838,693.25,11.7917,6.15583,0.52,"Dorset sandy loam, 2 to 8 percent slopes"
1345,411.436,691.38,11.6758,6.04708,0.41833,"Kandota sandy loam, 2 to 6 percent slopes"
1346,411.591,708.47,11.5358,5.855,0.17417,"Kandota sandy loam, 2 to 6 percent slopes"
1347,424.287,709.15,11.2958,5.67542,0.055,"Runeberg sandy loam, depressional"
1348,414.76,708.5,11.2917,5.59042,-0.11083,Rifle muck
1349,412.132,689.95,11.0983,5.42042,-0.2575,"Blowers soils, 1 to 5 percent slopes"
1350,420.826,681.91,10.8942,5.22958,-0.435,"Runeberg sandy loam, depressional"
1351,409.367,669.17,10.7383,5.05792,-0.6225,Cathro muck
1352,409.526,665.47,10.5917,4.88625,-0.81917,"Redeye loamy sand, 2 to 6 percent slopes"
1353,408.644,668.47,10.5667,4.8075,-0.95167,Oylen sandy loam
1354,399.82,668.87,10.6292,4.82708,-0.975,"Nymore loamy sand, 1 to 3 percent slopes"
1355,410.955,664.26,10.4825,4.69583,-1.09083,"Paddock-Becida, stony, complex, 0 to 3 percent slopes"
1356,417.02,665.5,10.4442,4.68417,-1.07583,Markey muck
1357,418.817,666.7,10.48,4.6825,-1.115,Friendship-Meehan loamy sands
1358,427.211,665.8,10.4575,4.655,-1.1475,"Menahga loamy coarse sand, 2 to 6 percent slopes"
1359,435.956,664.07,10.4083,4.5925,-1.22333,"Staples loamy sand, 0 to 2 percent slopes"
1360,439.607,662,10.3792,4.57083,-1.2375,"Verndale sandy loam, 0 to 2 percent slopes"
1361,436.754,662.33,10.345,4.50167,-1.34167,Water
1362,441.94,669.11,10.3,4.42458,-1.45083,"Mooselake and Lupton soils, 0 to 1 percent slopes"
1363,470.072,674.63,10.17,4.13167,-1.90667,"Steamboat-Two Inlets-Seelyeville complex, pitted, 0 to 15 percent slopes"
1364,457.934,678.97,10.1508,4.02417,-2.1025,Mooselake and Lupton soils
1365,472.203,680.52,10.1608,4.04542,-2.07,"Snellman-Sugarbush complex, 2 to 8 percent slopes"
1366,471.541,663.44,10.1517,4.12917,-1.89333,"Lengby fine sandy loam, 2 to 8 percent slopes"
1367,470.6,655.87,10.1667,4.14083,-1.885,"Debs silt loam, 8 to 15 percent slopes"
1368,440.334,646.85,10.1467,4.19875,-1.74917,Egglake loam
1369,440.173,641.55,10.1042,4.18625,-1.73167,"Sugarbush loamy sand, 1 to 8 percent slopes"
1370,457.651,636.26,10.0408,4.12125,-1.79833,"Sol fine sandy loam, 2 to 6 percent slopes"
1371,454.313,631.69,9.9483,3.94167,-2.065,"Naytahwaush loam, 8 to 15 percent slopes"
1372,386.023,624.14,9.8775,4.03417,-1.80917,Water
1373,365.847,618.49,9.6633,3.89625,-1.87083,Mooselake and Lupton soils
1374,364.276,615.55,9.7308,3.93667,-1.8575,"Karlstad loamy sand, 0 to 3 percent slopes"
1375,358.317,612.73,9.7342,3.93625,-1.86167,Water
1376,360.667,608.98,9.7792,3.88125,-2.01667,"Cathro muck, depressional, des moines, 0 to 1 percent slopes"
1377,364.82,607.91,9.8025,3.85125,-2.1,"Cathro muck, depressional, des moines, 0 to 1 percent slopes"
1378,369.8,605.7,9.8642,3.83125,-2.20167,"Smiley loam, 0 to 2 percent slopes"
1379,366.72,605.34,9.8408,3.79292,-2.255,"Seelyeville muck, 0 to 1 percent slopes"
1380,369.39,611.03,9.7842,3.7425,-2.29917,"Smiley muck, 0 to 1 percent slopes"
1381,370.95,616.12,9.7025,3.68333,-2.33583,Deerwood muck
1382,368.72,624.12,9.6358,3.55458,-2.52667,Deerwood muck
1383,369.56,621.02,9.5575,3.46,-2.6375,Markey muck
1384,363.56,618.84,9.5808,3.46875,-2.64333,"Dora muck, 0 to 1 percent slopes"
1385,366.23,619.59,9.5708,3.46625,-2.63833,"Hiwood fine sand, 1 to 6 percent slopes"
1386,341.19,625.38,9.4733,3.47208,-2.52917,"Wheatville loam, 0 to 2 percent slopes"
1387,334.59,631.13,9.3833,3.45708,-2.46917,"Grano clay, 0 to 2 percent slopes"
1388,326.77,633.24,9.2383,3.38042,-2.4775,"Roliss loam, 0 to 2 percent slopes"
1389,324.66,637.84,9.07,3.23125,-2.6075,"Haug muck, 0 to 1 percent slopes"
1390,331.091,NA,NA,NA,NA,NA
1391,358.657,NA,NA,NA,NA,NA
1392,350.896,808.58,13.0625,7.60583,2.14917,"Canisteo-Glencoe, depressional complex, 0 to 2 percent slopes"
1393,342.699,813.38,12.96,7.54542,2.13083,"Canisteo-Glencoe, depressional complex, 0 to 2 percent slopes"
1394,343.146,810.21,12.9475,7.49125,2.035,Crippin loam
1395,340.8,796.06,13.005,7.50792,2.01083,Madelia silty clay loam
1396,332.806,789.48,13.0317,7.51667,2.00167,Madelia silty clay loam
1397,321.055,778.45,13.0642,7.52042,1.97667,Waldorf silty clay loam
1398,307.819,764.97,12.9925,7.4475,1.9025,"Millington clay loam, occasionally flooded"
1399,311.949,761.77,13.0133,7.46208,1.91083,Webster clay loam
1400,307.744,759.39,12.9875,7.45542,1.92333,"Webster clay loam, 0 to 2 percent slopes"
1401,302.918,749.38,12.9175,7.35833,1.79917,Lemond-Canisteo complex
1402,299.388,745,13.0758,7.53042,1.985,"Dickman-Clarion complex, 2 to 6 percent slopes"
1403,240.595,740.37,13.1375,7.6025,2.0675,Water
1404,309.353,732.27,12.7683,7.19625,1.62417,"Clarion loam, 2 to 6 percent slopes"
1405,313.984,738.49,12.695,7.10167,1.50833,"Clarion-Storden complex, 6 to 12 percent slopes, eroded"
1406,322.805,741.78,12.645,7.06917,1.49333,"Clarion-Swanlake complex, 3 to 6 percent slopes"
1407,321.489,742.41,12.5425,6.99292,1.44333,Harps clay loam
1408,326.03,742.55,12.5242,6.99458,1.465,"Clarion-Swanlake complex, 3 to 6 percent slopes"
1409,324.189,741.62,12.4908,6.96208,1.43333,"Clarion loam, 2 to 6 percent slopes"
1410,327.73,739.47,12.4425,6.92958,1.41667,Water
1411,335.866,737.73,12.3483,6.86083,1.37333,"Strout-Arkton complex, 2 to 6 percent slopes"
1412,338.188,736.76,12.2367,6.75417,1.27167,"Corvuso-Lura, depressional, firm substratum complex, 0 to 2 percent slopes"
1413,360.228,735.04,12.2,6.71417,1.22833,"Storden-Omsrud complex, 12 to 18 percent slopes, eroded"
1414,368.832,730.13,12.1692,6.67125,1.17333,"Storden-Omsrud complex, 6 to 12 percent slopes, eroded"
1415,352.707,732.9,12.24,6.69583,1.15167,"Uniongrove loam, 0 to 2 percent slopes"
1416,344.934,732.69,12.1875,6.63458,1.08167,"Spicer silty clay loam, 0 to 2 percent slopes"
1417,382.484,730.07,11.9983,6.41583,0.83333,"Koronis loam, 6 to 12 percent slopes, moderately eroded"
1418,355.299,726.98,11.935,6.3125,0.69,"Mayer loam, depressional"
1419,378.42,719.34,12.0133,6.34083,0.66833,"Ves loam, 6 to 12 percent slopes"
1420,374.992,716.19,12.0158,6.31917,0.6225,"Waukon loam, 2 to 6 percent slopes"
1421,362.593,707.87,12.1158,6.22875,0.34167,Water
1422,368.539,704.29,11.9808,6.17417,0.3675,"Histosols and Haplaquolls, ponded"
1423,364.442,701.59,11.8442,6.17708,0.51,"Nebish sandy loam, 15 to 25 percent slopes"
1424,371.77,699.65,11.9058,6.05625,0.20667,Forada sandy loam
1425,402.352,712.26,11.5417,5.86875,0.19583,Nokay sandy loam
1426,399.234,718.46,11.4117,5.71333,0.015,"Paddock-Becida, stony, complex, 0 to 3 percent slopes"
1427,395.482,712.79,11.4467,5.685,-0.07667,Cathro muck
1428,387.204,699.74,11.265,5.44833,-0.36833,"Hubbard loamy sand, 2 to 6 percent slopes"
1429,412.01,692.01,10.9567,5.205,-0.54667,"Rockwood soils, 2 to 6 percent slopes"
1430,400.6,681.65,10.8417,5.11875,-0.60417,"Blowers soils, 1 to 5 percent slopes"
1431,394.232,674.86,10.7892,4.96292,-0.86333,Staples loamy sand
1432,401.262,671.47,10.68,4.85333,-0.97333,"Verndale sandy loam, 0 to 2 percent slopes"
1433,401.008,671.74,10.6717,4.83708,-0.9975,"Blowers soils, 1 to 5 percent slopes"
1434,400.06,670.29,10.6767,4.84375,-0.98917,Roscommon loamy sand
1435,408.642,669.28,10.5942,4.76292,-1.06833,Seelyeville muck
1436,414.693,669.7,10.5358,4.68208,-1.17167,Markey muck
1437,423.925,669.74,10.5108,4.6575,-1.19583,Friendship-Meehan loamy sands
1438,430.055,667.09,10.4483,4.58083,-1.28667,"Verndale-Nymore complex, 1 to 6 percent slopes"
1439,436.393,665.36,10.3767,4.475,-1.42667,"Graycalm-Bootlake complex, 8 to 15 percent slopes"
1440,451.795,665.47,10.3158,4.46667,-1.3825,"Sanburn very stony loamy sand, 1 to 8 percent slopes, bouldery"
1441,458.187,668.67,10.2617,4.38708,-1.4875,"Steamboat-Two Inlets-Seelyeville complex, pitted, 0 to 15 percent slopes"
1442,472.167,672.31,10.1475,4.17792,-1.79167,"Steamboat-Two Inlets-Seelyeville complex, pitted, 0 to 35 percent slopes"
1443,439.063,676.79,10.1975,4.16542,-1.86667,"Udorthents, wet substratum (fill land)"
1444,441.068,674.59,10.1833,4.14083,-1.90167,"Runeberg mucky loam, depressional, 0 to 1 percent slopes"
1445,436.005,660.53,10.1408,4.14125,-1.85833,"Graycalm-Menahga complex, 1 to 8 percent slopes"
1446,434.552,653.47,10.1042,4.23917,-1.62583,"Graycalm-Menahga complex, 1 to 8 percent slopes"
1447,433.538,650.47,10.0767,4.2075,-1.66167,"Menahga loamy sand, 1 to 6 percent slopes"
1448,450.757,644.5,10.0125,4.13583,-1.74083,"Sol cobbly sandy loam, 1 to 6 percent slopes"
1449,415.531,639.05,9.9942,4.11375,-1.76667,Rosy sandy loam
1450,393.774,636.73,9.9675,4.10333,-1.76083,Pengilly very fine sandy loam
1451,392.434,626.6,9.8833,3.9975,-1.88833,Lupton muck
1452,373.026,617.13,9.7192,3.89792,-1.92333,"Meehan loamy sand, 0 to 3 percent slopes"
1453,358.134,611.91,9.6983,3.88875,-1.92083,Water
1454,358.225,612.47,9.7025,3.89,-1.9225,Water
1455,368.01,610.35,9.8175,3.86042,-2.09667,Strandquist loam
1456,371.19,607.16,9.8583,3.83625,-2.18583,"Grygla loamy fine sand, des moines, 0 to 2 percent slopes"
1457,372.66,604.72,9.8992,3.82458,-2.25,Tawas muck
1458,372.09,604.18,9.9,3.80792,-2.28417,"Kratka fine sandy loam, 0 to 2 percent slopes"
1459,374.33,610.22,9.8283,3.76167,-2.305,"Cormant loamy fine sand, 0 to 2 percent slopes"
1460,374.77,616.87,9.6833,3.57625,-2.53083,Lupton muck
1461,378.23,619.33,9.6158,3.49333,-2.62917,Tawas muck
1462,374.5,621.6,9.5042,3.40542,-2.69333,"Cormant loamy fine sand, 0 to 2 percent slopes"
1463,372.77,622.88,9.4542,3.35292,-2.74833,"Redby-Hiwood-Leafriver complex, 0 to 6 percent slopes"
1464,372.99,623.22,9.4892,3.39542,-2.69833,"Seelyeville muck, ponded, 0 to 1 percent slopes"
1465,347.07,633.29,9.3883,3.39208,-2.60417,"Bullwinkle muck, 0 to 1 percent slopes"
1466,336.3,642.2,9.1975,3.325,-2.5475,"Mahkonce fine sandy loam, 0 to 3 percent slopes"
1467,330.7,643.94,9.1108,3.30667,-2.4975,"Espelie fine sandy loam, 0 to 2 percent slopes"
1468,326.24,642.16,9.0183,3.25958,-2.49917,"Seelyeville muck, 0 to 1 percent slopes"
1469,353.258,NA,NA,NA,NA,NA
1470,341.958,806.32,13.0175,7.52833,2.03917,"Clarion loam, 2 to 6 percent slopes"
1471,335.334,809.27,12.9925,7.51833,2.04417,"Canisteo-Glencoe, depressional complex, 0 to 2 percent slopes"
1472,332.64,814.06,12.9683,7.46917,1.97,"Truman-Bold silt loams, 6 to 12 percent slopes"
1473,337.463,812.29,13.0067,7.49458,1.9825,"Canisteo-Glencoe, depressional complex, 0 to 2 percent slopes"
1474,323.356,793.36,13.1733,7.57708,1.98083,Marna silty clay loam
1475,309.108,787.64,13.2133,7.595,1.97667,"Collinwood silty clay loam, 12 to 18 percent slopes"
1476,307.997,778.94,13.1475,7.54833,1.94917,"Clarion loam, 2 to 6 percent slopes"
1477,306.094,770.62,13.0483,7.49333,1.93833,"Nicollet clay loam, 1 to 3 percent slopes"
1478,304.503,772.42,13.0308,7.485,1.93917,Webster silty clay loam
1479,301.29,770.64,12.9592,7.39125,1.82333,"Grogan silt loam, 3 to 6 percent slopes"
1480,296.606,748.6,12.885,7.32833,1.77167,Delft clay loam
1481,310.892,735.71,12.7983,7.22708,1.65583,"Clarion loam, 2 to 6 percent slopes"
1482,305.733,736.06,12.7517,7.19083,1.63,"Canisteo-Glencoe, depressional complex, 0 to 2 percent slopes"
1483,313.59,745.22,12.7208,7.15458,1.58833,"Clarion loam, 2 to 6 percent slopes"
1484,317.143,750.93,12.6308,7.06083,1.49083,"Webster clay loam, 0 to 2 percent slopes"
1485,316.09,751.73,12.6242,7.07875,1.53333,"Klossner muck, 0 to 1 percent slopes"
1486,320.191,748.51,12.5633,7.02875,1.49417,Harps clay loam
1487,323.252,745.41,12.4767,6.95875,1.44083,Harps-Glencoe complex
1488,326.995,739.26,12.3858,6.8725,1.35917,Harps-Glencoe complex
1489,331.886,734.27,12.3467,6.85333,1.36,Cordova-Rolfe complex
1490,329.182,735.89,12.2792,6.79417,1.30917,"Blue Earth, Houghton, and Klossner soils, ponded, firm substratum, 0 to 1 percent slopes"
1491,349.416,731.66,12.2267,6.75083,1.275,"Mayer-Biscay, depressional complex, 0 to 2 percent slopes"
1492,341.052,729.5,12.23,6.75208,1.27417,"Dickman sandy loam, 2 to 6 percent slopes"
1493,338.663,729.12,12.235,6.73042,1.22583,"Kingston silty clay loam, 1 to 3 percent slopes"
1494,360.125,725.15,12.1525,6.5825,1.0125,"Marcellon loam, 0 to 3 percent slopes"
1495,374.775,723.96,12.0742,6.48958,0.905,"Marcellon loam, 0 to 3 percent slopes"
1496,338.002,724.83,12.0558,6.42375,0.79167,"Kalmarville sandy loam, frequently flooded"
1497,360.726,725.21,12.1458,6.53125,0.91667,"Waukon loam, 2 to 6 percent slopes"
1498,368.929,719.1,12.095,6.38167,0.66833,Roliss loam
1499,381.012,716.45,12.1025,6.41167,0.72083,"Gonvick loam, 1 to 2 percent slopes"
1500,369.221,708.12,11.8975,6.17708,0.45667,Lowlein sandy loam
1501,369.602,706.95,11.7425,6.0925,0.4425,Water
1502,405.081,708.95,11.6242,6.06417,0.50417,"Cushing-DeMontreville-Mahtomedi complex, 8 to 15 percent slopes"
1503,362.221,712.93,11.7025,5.89542,0.08833,Seelyeville muck
1504,366.278,709.75,11.6742,5.79167,-0.09083,Rifle muck
1505,393.743,704.09,11.4358,5.6575,-0.12083,"Cushing-DeMontreville-Mahtomedi complex, 8 to 15 percent slopes"
1506,383.34,698.69,11.2483,5.43625,-0.37583,Water
1507,392.906,691.7,11.0483,5.20875,-0.63083,"Cushing sandy loam, 2 to 8 percent slopes"
1508,385.498,684.06,10.9767,5.11125,-0.75417,Meehan loamy sand
1509,379.394,679.77,10.9183,5.06792,-0.7825,"Aquolls and Histosols, ponded"
1510,383.479,676.55,10.9,5.05917,-0.78167,"Menahga loamy sand, 0 to 2 percent slopes"
1511,384.517,675.2,10.8325,4.98292,-0.86667,"Menahga loamy sand, 6 to 15 percent slopes"
1512,397.164,672.86,10.6933,4.86042,-0.9725,Friendship-Meehan loamy sands
1513,408.411,671.45,10.6275,4.79833,-1.03083,"Huntersville loamy fine sand, 1 to 6 percent slopes"
1514,414.781,671.93,10.5508,4.67875,-1.19333,Staples loamy sand
1515,420.066,673.1,10.515,4.6525,-1.21,"Menahga loamy sand, 0 to 2 percent slopes"
1516,431.32,673.72,10.4458,4.55375,-1.33833,"Verndale-Nymore complex, 1 to 6 percent slopes"
1517,421.204,671.38,10.3475,4.47292,-1.40167,Water
1518,435.984,671.17,10.2983,4.46458,-1.36917,"Nidaros muck, 0 to 1 percent slopes, frequently flooded"
1519,437.653,671.7,10.2717,4.42458,-1.4225,"Graycalm-Menahga complex, 15 to 30 percent slopes"
1520,472.02,670.61,10.1233,4.21125,-1.70083,"Two Inlets-Eagleview-Steamboat complex, pitted, 15 to 35 percent slopes"
1521,440.429,667.34,10.2117,4.25875,-1.69417,"Huntersville loamy sand, 1 to 3 percent slopes"
1522,421.797,664.88,10.2025,4.26667,-1.66917,"Mooselake and Lupton soils, 0 to 1 percent slopes"
1523,419.098,658.51,10.155,4.25083,-1.65333,Water
1524,433.352,651.83,10.0625,4.23083,-1.60083,Morph fine sandy loam
1525,415.923,647.12,10.0025,4.14917,-1.70417,Seelyeville and Bowstring soils
1526,425.221,645.39,9.985,4.15083,-1.68333,Karlstad loamy sand
1527,446.56,642.83,10.0033,4.14417,-1.715,"Lengby sandy loam, 1 to 6 percent slopes"
1528,420.587,635.16,9.9042,4.02958,-1.845,"Graycalm-Menahga complex, 1 to 6 percent slopes"
1529,403.271,628.16,9.8558,3.98,-1.89583,Shooker loam
1530,388.311,607.54,9.7383,3.95333,-1.83167,"Zimmerman-Snellman complex, 15 to 30 percent slopes"
1531,358.165,605.65,9.6233,3.84167,-1.94,Water
1532,358.151,611.71,9.7725,3.80708,-2.15833,"Aquic Udipsamments-Aquents complex, 0 to 3 percent slopes"
1533,367.91,608.54,9.8775,3.82667,-2.22417,Bullwinkle muck
1534,374.05,604.92,9.9117,3.81708,-2.2775,Bullwinkle muck
1535,375.48,604.36,9.9042,3.80875,-2.28667,Bullwinkle muck
1536,375.53,610.45,9.8633,3.74667,-2.37,Tacoosh muck
1537,376.05,618.51,9.6892,3.57458,-2.54,Lupton muck
1538,382.89,621.97,9.5117,3.36875,-2.77417,"Garnes fine sandy loam, very stony"
1539,378.71,623.82,9.4758,3.34083,-2.79417,Rifle mucky peat
1540,376.02,625.88,9.4317,3.31708,-2.7975,Rifle mucky peat
1541,370.43,630.55,9.4308,3.35875,-2.71333,Lupton mucky peat
1542,350.07,632.57,9.3683,3.35792,-2.6525,"Grygla loamy fine sand, 0 to 2 percent slopes"
1543,334.94,636.33,9.2275,3.36167,-2.50417,"Warroad fine sandy loam, 0 to 2 percent slopes"
1544,327.34,637.94,8.9967,3.30542,-2.38583,"Augsburg loam, 0 to 2 percent slopes"
1545,327.51,638.78,9.0092,3.28042,-2.44833,"Percy loam, 0 to 2 percent slopes"
1546,341.42,NA,NA,NA,NA,"Ocheyedan loam, 2 to 6 percent slopes"
1547,335.052,806.62,13.0383,7.51667,1.995,Waldorf silty clay loam
1548,332.396,808.78,13.0408,7.5125,1.98417,"Collinwood silty clay loam, 0 to 3 percent slopes"
1549,317.352,813.99,12.9992,7.47417,1.94917,"Coland silty clay loam, occasionally flooded"
1550,326.518,815.67,13.0875,7.51,1.9325,"Collinwood silty clay loam, 0 to 3 percent slopes"
1551,311.431,801.79,13.1883,7.56542,1.9425,"Storden complex, very steep"
1552,302.029,792.44,13.235,7.58875,1.9425,"Storden complex, very steep"
1553,305.039,783.5,13.1692,7.56083,1.9525,Spicer silty clay loam
1554,303.537,780.3,13.0642,7.50792,1.95167,"Litchfield loamy fine sand, 1 to 3 percent slopes"
1555,305.872,780.95,12.9833,7.4175,1.85167,Webster silty clay loam
1556,237.817,778.16,13.1858,7.57833,1.97083,Chaska loam
1557,298.481,759.13,12.9258,7.35,1.77417,Water
1558,301.373,739.85,12.86,7.27958,1.69917,Delft clay loam
1559,308.11,742.74,12.8192,7.26083,1.7025,"Nicollet clay loam, 1 to 3 percent slopes"
